;username;text;sentiment;clean_teks
1002;@wartakotalive;"KPU Anggarkan Rp14,4 Triliun untuk Pilpres 2024 Putaran Kedua
 
https://wartakota.tribunnews.com/2022/05/26/kpu-anggarkan-rp144-triliun-untuk-pilpres-2024-putaran-kedua… lewat 
@wartakotalive";Netral;kpu anggar rupiah triliun pilpres putar wartakotalive
1003;@SanusiUndins;"Pulangkan TKA RRC, KAMI Lintas Provinsi: Mereka Berpotensi Kacaukan Pilpres 2024 https://keuangannews.id/pulangkan-tka-rrc-kami-lintas-provinsi-mereka-berpotensi-kacaukan-pilpres-2024/… 
#JokowiPembunuhDemokrasi 
#JokowiBangkrutkanRI 

Betul sekali.";Netral;pulang tka rrc lintas provinsi potensi kacau pilpres jokowipembunuhdemokrasi jokowibangkrutkanri
1004;@Beritasatu;Pemilu 2024, Honor Petugas KPPS Naik 3 Kali Lipat;Positif;milu honor tugas kpps kali lipat
1005;@kpu_tulungagung;Hai haiii #TemanPemilih ...KPU Tulungagung hadir dalam acara radio Talkshow. Kali ini bersama RGR FM Tulungagung dalam acara Halo Tulungagung dengan tema “Kompleksitas Permasalahan Pemilu dan Pemilihan Serentak 2024”On Air di 90,1 RGR FM, Jumat 27 Mei 2022 pukul 09.00 - 10.00 WIB;Negatif;hai haiii temanpemilih kpu tulungagung hadir acara radio talkshow kali rgr fm tulungagung acara halo tulungagung tema kompleksitas masalah milu pilih serentak on air rgr fm jumat mei wib
1006;@fajaronline;Bukan Prabowo, Ijtima Ulama Banten Beri Dukungan ke Sandiaga di Pilpres 2024;Positif;prabowo ijtima ulama banten dukung sandiaga pilpres
1007;@brtnbora;"Alhamdulillah dukungan utk Menteri 
@erickthohir
 agar maju di pilpres 2024 terus mengalir, kini dukungan tsb datang dr Kelompok Wayang Pujakesuma Lampung.

Pak Erick Thohir dinilai sbg sosok yg pas utk melanjutkan kepemimpinan di Indonesia. Yuk Gaspol Pak Erick!
#BangkitBersamaET";Positif;alhamdulillah dukung menteri erickthohir maju pilpres alir dukung kelompok wayang pujakesuma lampung erick thohir nilai sosok pas lanjut pimpin indonesia yuk gaspol erick bangkitbersamaet
1008;@CNNIDdaily;PAN yang tergabung dalam Koalisi Indonesia Bersatu mengakui bahwa nama Gubernur Jateng, Ganjar Pranowo adalah salah satu nama potensial yang bisa saja diusung oleh KIB. Ganjar dinilai memiliki elektabilitas tinggi dalam kontestasi pilpres 2024. http://cnnindonesia.com/tv;Positif;pan gabung koalisi indonesia satu aku nama gubernur jawa ganjar pranowo salah nama potensial usung kib ganjar nilai milik elektabilitas kontestasi pilpres
1009;@tempodotco;Anggaran Pemilu 2024 Diusulkan Rp 76,6 Triliun, Ini Rinciannya https://nasional.tempo.co/read/1595323/anggaran-pemilu-2024-diusulkan-rp-766-triliun-ini-rinciannya?utm_source=Twitter&utm_medium=Digital%20Marketing&utm_campaign=dlvrit… #TempoNasional;Netral;anggar milu usul rupiah triliun rinciannya temponasional
1010;@UtamiiiAulia;"Erick Thohir justru banyak mendapat dukungan sebagai kandidat pada pilpres 2024.
ET Warga Nahdliyin

#ErickNU";Positif;erick thohir dukung kandidat pilpres et warga nahdliyin ericknu
1011;@FirmRei;Anggaran Pemilu 2024 Diusulkan Rp 76,6 Triliun, Ini Rinciannya;Netral;anggar milu usul rupiah triliun rinciannya
1012;@brtnbora;"Menteri BUMN 
@erickthohir
 dikenal sbg sosok dgn karakter leadership yg bagus serta mampu membawa perubahan bagi Indonesia menjadi lebih baik.

Dengan elektabilitas yg terus meningkat, para pengamat politik menilai Erick Thohir berpeluang besar pada Pilpres 2024
#BangkitBersamaET";Positif;menteri bumn erickthohir kenal sosok karakter leadership bagus bawa ubah indonesia elektabilitas tingkat amat politik nilai erick thohir peluang pilpres bangkitbersamaet
1013;@PoelSck;Jokowi ingin jadi King Maker pada Pilpres 2024;Netral;jokowi king maker pilpres
1014;@rsaupwr;Anggaran Pemilu 2024 Diusulkan Rp 76,6 Triliun, Ini Rinciannya;Netral;anggar milu usul rupiah triliun rinciannya
1015;@rsaupwr;Peluang Andika Perkasa di Pilpres 2024, Pengamat: Paling Maksimal Cawapres;Positif;peluang andika perkasa pilpres amat maksimal cawapres
1016;@hariankompas;"Lambatnya penyusunan Peraturan KPU Tahapan akan berdampak panjang bagi kualitas penyelenggaraan Pemilu 2024. Seharusnya, sejak awal, semua pihak disiplin dalam tahap konsultasi di tingkat rapat dengar pendapat. #Polhuk #AdadiKompas 
@nikolausharbowo";Positif;lambat susun atur kpu tahap dampak kualitas selenggara milu disiplin tahap konsultasi tingkat rapat dengar dapat polhuk adadikompas nikolausharbowo
1017;@bocorantogelHK;KPU jabarkan rincian anggaran Pemilu 2024;Netral;kpu jabar rincian anggar milu
1018;@bocorantogelHK;Bawaslu menggandeng perguruan tinggi di Riau awasi Pemilu 2024;Netral;bawaslu gandeng guru riau awas milu
1019;@RatnoWistu;http://LangitBorneo.com : Hadapi Pemilu 2024, Megawati Sebut Rakernas Ke-2 PDIP Digelar 21-23 Juni 2022;Netral;hadap milu megawati rakernas pdip gelar juni
1020;@ivooxid;Ini Rincian Anggaran Pemilu 2024;Netral;rincian anggar milu
1021;@jogjacoret;Anggaran Pemilu 2024 Rp76,6 Triliun, Begini Rinciannya;Netral;anggar milu rupiah triliun rinciannya
1022;@golkarpedia;"Dapat Dukungan Serikat Buruh Di Jawa Barat, Golkar Makin Siap Hadapi Pemilu 2024
https://golkarpedia.com/id/baca/26410-dapat-dukungan-serikat-buruh-di-jawa-barat-golkar-makin-siap-hadapi-pemilu-2024…
#airlanggapemersatu #airlanggahartarto #acehasan #jabar #pemilu2024 #airlanggauntuksemua";Positif;dukung serikat buruh jawa barat golkar hadap milu airlanggapemersatu airlanggahartarto acehasan jawa barat milu airlanggauntuksemua
1023;@monstreza;Pemenang Pilpres 2024 adalah siapapun yang bisa ngehandle orang-orang di kolom comment IG Maudy Ayunda.;Positif;menang pilpres ngehandle orangorang kolom komen ig maudy ayunda
1024;@SusahSembuh_YK;KPU jabarkan rincian anggaran Pemilu 2024;Netral;kpu jabar rincian anggar milu
1025;@KardoSony;"Kerja profesional yang dilaksanakan Menteri BUMN 
@erickthohir

Selama ini, banyak pengamat menilai bahwa Pak Erick layak untuk maju pada kontestasi pemilu 2024

#BangkitBersamaET";Netral;kerja profesional laksana menteri bumn erickthohir amat nilai erick layak maju kontestasi milu bangkitbersamaet
1026;@albert_mandroe;"#GeloraHoax
Para Pendiri Partai Gelora Yg Baru Seupil Adlh Para Master Sebar HOAX & Ujaran Kebencian yg di Pastikan lsg Tenggelam di Pilpres 2024 Barengan Partai Ummat Kakek Sengkuni Amien Rais Penambah VIRUS DEMOKRASI di NKRI..Percuma Sklh Tinggi"" Qualitas Cuma Segitu..";Negatif;gelorahoax diri partai gelora upil adlh master sebar hoax ujar benci pasti lsg tenggelam pilpres bareng partai ummat kakek sengkuni amien rais tambah virus demokrasi nkripercuma sekolah qualitas segitu
1027;@RK24Official;"Partai Demokrat Sarankan Anies Masuk Parpol Demi Pilpres 2024 | MalangTIMES - by 
@rk_2024

#RelawanKebangsaan24";Positif;partai demokrat saran anies masuk parpol pilpres malangtimes by rk relawankebangsaan
1028;@RK24Official;"Ini Rincian Lengkap Honor Petugas Badan Ad Hoc di Pemilu 2024 - SINDOnews - by 
@rk_2024

#RelawanKebangsaan24";Positif;rincian lengkap honor tugas badan hoc milu sindonews by rk relawankebangsaan
1029;@VanessaTiara5;Erick Thohir berpeluang di usung PDIP pada Pilpres 2024 mendatang. Menurut pengamat politik Surokim Abdussalam, hal ini karena kedekatan Erick dan pak Jokowi #ErickThohirJugaKan;Positif;erick thohir peluang usung pdip pilpres amat politik surokim abdussalam dekat erick jokowi erickthohirjugakan
1030;@adiba_permany;"Masih kata pengamat politik Surokim Abdussalam, Erick Thohir berpeluang diusung PDIP di Pilpres 2024 karena sering mengemban  tugas dari Jokowi.
#ErickThohirJugaKan";Positif;amat politik surokim abdussalam erick thohir peluang usung pdip pilpres emban tugas jokowi erickthohirjugakan
1031;@AishaFredellia;Pengamat politik Surokim Abdussalam sebut Erick Thohir berpeluang di usung PDIP pada Pilpres 2024 mendatang #ErickThohirJugaKan;Positif;amat politik surokim abdussalam erick thohir peluang usung pdip pilpres erickthohirjugakan
1032;@adiba_permany;"Kata pengamat politik Surokim Abdussalam, Erick Thohir berpeluang diusung PDIP di Pilpres 2024. Kereeeen.. 
#ErickThohirJugaKan";Positif;amat politik surokim abdussalam erick thohir peluang usung pdip pilpres kereeeen erickthohirjugakan
1033;@annourcharity;"Lihat info apa yang saya bagikan: Kotak Suara Pilpres 2024 Kembali Pakai Kardus, Pakar: Modus Kecurangan Pilpres 2019 akan Terulang Lagi - http://Pikiran-Rakyat.com Cc. Yth.Abangnda 
@Nicho_Silalahi
  https://pikiran-rakyat.com/nasional/pr-014566425/kotak-suara-pilpres-2024-kembali-pakai-kardus-pakar-modus-kecurangan-pilpres-2019-akan-terulang-lagi?nasional…";Netral;lihat informasi bagi kotak suara pilpres pakai kardus pakar modus curang pilpres ulang cc ythabangnda nicho silalahi
1034;@Newstagar;Pilpres 2024 Kemungkinan Tiga Poros: Prabowo-Puan, Airlangga-Ganjar dan Anies-AHY;Netral;pilpres poros prabowopuan airlanggaganjar aniesahy
1035;@zkif;"Peluang besar dimiliki oleh 
@erickthohir
 dalam Pilpres 2024 mendatang, karena elektabilitasnya yg terus meningkat.Selain itu beliau jg sosok muda yg mampu membawa perubahan di tubuh BUMN saat ini.Tinggal bagaimana komunikasi politiknya saja dgn publik.
#BangkitBersamaET";Positif;peluang milik erickthohir pilpres elektabilitasnya meningkatselain beliau sosok muda bawa ubah tubuh bumn initinggal komunikasi politik publik bangkitbersamaet
1036;@PKSMuaraBakti;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024 http://dlvr.it/SR4nYL;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1037;@PKSKarangIndah;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024 http://dlvr.it/SR4nXp;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1038;@PKSSukamukti;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024 http://dlvr.it/SR4nWx;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1039;@PKSHuripJaya;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024 http://dlvr.it/SR4nYS;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1040;@PKS_Wanasari;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024 http://dlvr.it/SR4nVf;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1041;@ByruBima;"Jelang Pilpres 2024, 
Pengamat Politik Unila menilai pak menteri 
@erickthohir
 Sosok Muda Potensial... Superrr memang pak menteri. 

Selain muda,brilian, visioner,dan beliau juga pengusaha sukses slurr... Klopp

#BangkitBersamaET";Positif;jelang pilpres amat politik unila nilai menteri erickthohir sosok muda potensial superrr menteri mudabrilian visionerdan beliau usaha sukses slurr klopp bangkitbersamaet
1042;@ByruBima;"Pengamat sebut pak menteri 
@erickthohir
 berpeluang jadi capres pada Pilpres 2024 .... Cocokkk wess

#BangkitBersamaET";Positif;amat menteri erickthohir peluang capres pilpres cocokkk wess bangkitbersamaet
1043;@MadutvT;Para Penggiat UMKM di Pamekasan Gelar Deklarasi Dukung Sandiaga Uno Maju Pilpres 2024 https://madu.tv/para-penggiat-umkm-di-pamekasan-gelar-deklarasi-dukung-sandiaga-uno-maju-pilpres-2024/… lewat @Madu TV;Positif;giat umkm pamekasan gelar deklarasi dukung sandiaga uno maju pilpres madu televisi
1044;@MalikAchmad06;"Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir sangat berpeluang menjadi calon presiden pada Pemilihan Presiden (Pilpres) 2024 mendatang.

@erickthohir

#BangkitBersamaET 

https://lampung.tribunnews.com/2022/05/25/jelang-pilpres-2024-pengamat-politik-unila-nilai-erick-thohir-sosok-muda-potensial…";Netral;menteri badan usaha milik negara bumn erick thohir peluang calon presiden pilih presiden pilpres erickthohir bangkitbersamaet
1045;@ekbisbanten;Touring Ziarah ke Makam Wali Songo, Sahabat Muji Rohman Doakan Partai Golkar Menang Pemilu 2024;Positif;touring ziarah makam wali songo sahabat muji rohman doa partai golkar menang milu
1046;@DemokratRiau;"Pemilu 2024, Demokrat Kampar Usung Ardo sebagai Bupati dan Targetkan 10 Kursi di DPRD


@AgusYudhoyono


@teukuriefky_1
 
@HAgungNugroho84
 
@PDemokrat";Netral;milu demokrat kampar usung ardo bupati target kursi dprd agusyudhoyono teukuriefky hagungnugroho pdemokrat
1047;@Indopolitika;Presiden PKS Temui Rhoma Irama, Bahas Keumatan Sampai Pilpres 2024;Netral;presiden pks temu rhoma irama bahas umat pilpres
1048;@Indopolitika;"Presiden PKS Temui Rhoma Irama, Bahas Keumatan Sampai Pilpres 2024 https://indopolitika.com/presiden-pks-temui-rhoma-irama-bahas-keumatan-sampai-pilpres-2024/… via 
@Indopolitika";Netral;presiden pks temu rhoma irama bahas umat pilpres via indopolitika
1049;@mantriss;"Punya gambaran logis pemenang pilpres 2024.

Dari membaca berita, memperhatikan survey, ikut terlibat di pilpres 2014 dan 2019, serta membaca preferensi kelompok-kelompok yang tergambar dari sosial media maupun hasil ngobrol dengan beberapa tokohnya.

Akurasi 94%.";Positif;gambar logis menang pilpres baca berita perhati survey libat pilpres baca preferensi kelompokkelompok gambar sosial media hasil ngobrol tokoh akurasi
1050;@riyadisugeng167;"Menteri BUMN Erick Thohir dinilai sosok muda yang profesional dan potensial untuk maju di Pilpres 2024.

Tingkat elektoral survei dari 
@erickthohir
 terus mengalami peningkatan menjelang Pilpres 2024, membuatnya berpeluang menjadi capres.

#BangkitBersamaET";Positif;menteri bumn erick thohir nilai sosok muda profesional potensial maju pilpres tingkat elektoral survei erickthohir alami tingkat jelang pilpres buat peluang capres bangkitbersamaet
1051;@kpu_subang;"#TemanPemilih harus tau nih ada beberapa persyaratan yang harus dipenuhi Partai Politik untuk menjadi Peserta Pemilu 2024, apa saja? yuk disimak! 

#KPUMelayani 
#PemiluSerentakTahun2024 
#kpusubangsakti";Positif;temanpemilih tau nih syarat penuh partai politik serta milu yuk simak kpumelayani pemiluserentaktahun kpusubangsakti
1052;@tvOneNews;Honor Petugas Pemilu 2024 Naik 3x Lipat, Ini Perinciannya;Positif;honor tugas milu x lipat perinci
1053;@tempodotco;Peluang Andika Perkasa di Pilpres 2024, Pengamat: Paling Maksimal Cawapres https://nasional.tempo.co/read/1595301/peluang-andika-perkasa-di-pilpres-2024-pengamat-paling-maksimal-cawapres?utm_source=Twitter&utm_medium=Digital%20Marketing&utm_campaign=dlvrit… #TempoNasional;Positif;peluang andika perkasa pilpres amat maksimal cawapres temponasional
1054;@kba_news;Inilah Partai Politik Pengusung Anies Baswedan di Pilpres 2024;Positif;partai politik usung anies baswedan pilpres
1055;@jurnascom;Begini Penjabaran Rincian Anggaran Pemilu 2024;Netral;jabar rincian anggar milu
1056;@prima_or_id;"Ketua Umum PRIMA Khawatir Luhut Ambil Alih Pelaksanaan Pemilu 2024.

Ketua Umum Partai Rakyat Adil Makmur 
@agusjabo333
 mengungkapkan kekhawatiranya mengenai Pemilu 2024 mendatang.

Simak ulasan lengkapnya melalui link berikut ini:
https://suaranasional.com/2022/05/25/ketum-prima-khawatir-luhut-ambil-alih-pelaksanaan-pemilu-2024/…
#PartaiPRIMA #Pemilu2024";Positif;ketua prima khawatir luhut ambil alih laksana milu ketua partai rakyat adil makmur agusjabo kekhawatiranya milu simak ulas lengkap taut partaiprima milu
1057;@kontenislam_com;Pilpres 2024 Kemungkinan Tiga Poros: Prabowo-Puan, Airlangga-Ganjar dan Anies-AHY https://bit.ly/3LOs4Be;Netral;pilpres poros prabowopuan airlanggaganjar aniesahy
1058;@Pepiyar;"Pilpres 2024 Kemungkinan Tiga Poros

https://bit.ly/3lGF2GR";Netral;pilpres poros
1059;@Ganjar__Andika;"Panglima TNI Jenderal Andika Perkasa angkat bicara soal namanya yang diduetkan dengan Ganjar Pranowo di Pilpres 2024.

#GandaIndonesia2024
#BraderBogor007
#GANDIKA2024
.";Netral;panglima tni jenderal andika perkasa angkat bicara nama duet ganjar pranowo pilpres gandaindonesia braderbogor gandika
1060;@FirzaHusainID;"Menurut Pengamat politik Harits Hijrah Wicaksono (STISIP) Erick Thohir sangat berpeluang besar menjadi Capres pada Pilpres 2024.
Hal itu disebabkan oleh kinerjanya yg profesional dlm mengelola BUMN, shg memberi keuntungan bagi perusahaan milik negara tsb 
#BangkitBersamaET";Positif;amat politik harits hijrah wicaksono stisip erick thohir peluang capres pilpres sebab kerja profesional kelola bumn untung usaha milik negara bangkitbersamaet
1061;@pantau_com;KPU Jabarkan Anggaran Pemilu 2024 Sebesar Rp76 Triliun, Ini Rinciannya;Netral;kpu jabar anggar milu rupiah triliun rinciannya
1062;@RKIKabBekasi;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1063;@GemaKabBekasi;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1064;@PKSPantaiHurip;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024 http://dlvr.it/SR4kgx pkspelayanrakyat;Netral;presiden pks temu rhoma irama bahas islamic center pilpres pkspelayanrakyat
1065;@PKS_Sukajaya;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024 http://dlvr.it/SR4kfX;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1066;@wardiana_pks;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024 http://dlvr.it/SR4kh9;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1067;@PKSTambelang;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024 http://dlvr.it/SR4khb;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1068;@PKSCibarusah;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024 http://dlvr.it/SR4kfK;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1069;@PKSJayaLaksana;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024 http://dlvr.it/SR4khL;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1070;@pks_cikpus;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024 http://dlvr.it/SR4kfp;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1071;@PKSSarimukti;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024 http://dlvr.it/SR4kgG;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1072;@PKSBojongmangu;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024 http://dlvr.it/SR4kg2;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1073;@PKSSukajadi_;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1074;@PKS_Serangbaru;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1075;@PKS_Setu;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
1076;@BudiMM_;Presiden PKS Bertemu Rhoma Irama: Bahas Islamic Center hingga Pilpres 2024;Netral;presiden pks temu rhoma irama bahas islamic center pilpres
